gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Pthlh,0.23404044741409627,-0.4129946512530436,1,1,1
B3gat3,0.23590333404396716,-0.2358849180096625,1,1,1
Vcam1,0.23617763005960443,0.1393117186317001,1,1,1
Cd209a,0.23733694422741025,-0.12600887706168473,1,1,1
Dad1,0.24357671890666902,0.008870476092406099,1,1,1
Ptgs1,0.24373557188914358,-0.3679140830889027,1,1,1
Cd3d,0.24546957221374846,-0.10437043544281899,1,1,1
Cldn5,0.24746887070226353,-0.463510711913085,1,1,1
Fezf2,0.2542841183710207,-0.4815382503375174,1,1,1
Fosb,0.25456890036602803,-0.5019680204397301,1,1,1
Pgam1,0.25554643907267666,-0.2948700280723129,1,1,1
Clec7a,0.2567070683386795,0.25054124030086067,1,1,1
Acss2,0.2589997089772963,-0.3305483519080057,1,1,1
Idh1,0.26086206381833277,0.04265135610244197,1,1,1
Il1a,0.27129326268692827,-0.41775734671251463,1,1,1
Tagln,0.27173460776880554,-0.07854256250928388,1,1,1
Elmo1,0.27431881015752396,-0.2925997575449344,1,1,1
Klrb1c,0.2752860576529498,-0.08217109857812566,1,1,1
Srebf1,0.2794897348632464,0.03509089632193385,1,1,1
Ccl3,0.2798651314594369,0.26873418294986084,1,1,1
Ldlr,0.28238729786020667,0.10200787868757244,1,1,1
Il1b,0.2827825607865687,0.29279362721498325,1,1,1
Degs1,0.28355522875161143,-0.009242794179831204,1,1,1
Ms4a4b,0.28589296640515605,0.11397758481844411,1,1,1
St3gal6,0.2921883592147568,-0.20453202782757707,1,1,1
Slc17a7,0.2937345927572323,-0.3348094152848953,1,1,1
Dnah11,0.2972064535181078,-0.05072016254281175,1,1,1
Prps2,0.29999149136040876,-3.5973598349059444e-5,1,1,1
Pah,0.30343563650018063,-0.28383775866290817,0.75,1,1
Hmgcs1,0.3065122562591135,-0.32540599430941475,1,1,1
Vim,0.30961587990095957,0.48217747770548325,1,1,1
Tshz2,0.31102795039866304,-0.4672981133650147,1,1,1
Mgl2,0.3118099039508972,0.002162049274569089,1,1,1
Sptlc2,0.31719897812420605,-0.26756305195151553,1,1,1
Bgn,0.3193858131849089,0.20259195291797327,1,1,1
Coasy,0.3206325440406231,0.010740364209182118,1,1,1
Echs1,0.3208241503516707,-0.01803321460024243,1,1,1
Gfap,0.32349740805377847,0.27236591164175206,1,1,1
Cs,0.3261762725462527,-0.26003460582879967,1,1,1
Rspo1,0.32992021972772,-0.25823396502980334,1,1,1
Pdhb,0.33489019419559485,-0.271652939110119,1,1,1
Ido1,0.33533034627847264,-0.4761791582469972,0.75,1,1
Gzmb,0.33633338178474925,-0.5979200070741019,0.75,1,1
St6galnac4,0.34088551275714807,-0.21060744138028342,1,1,1
Whrn,0.3409353701792164,-0.20110628011029075,1,1,1
