#Selection names: 4s2_F1, 4s2M_F2, 4s2M_F1
#Areas (µm^2): 27180097.8, 14559513.7, 26957824.5
Selection,X,Y,Class,Color
4s2M_F2,7741.353979062522,7953.987009064638,samples,#c2c2c2
4s2M_F2,7741.353979062522,7946.816842854575,samples,#c2c2c2
4s2M_F2,7741.353979062522,7926.042566647738,samples,#c2c2c2
4s2M_F2,7745.131120191037,7922.265425519222,samples,#c2c2c2
4s2M_F2,7769.68253752639,7893.936867055354,samples,#c2c2c2
4s2M_F2,7769.68253752639,7892.048296491096,samples,#c2c2c2
4s2M_F2,7782.902531476195,7878.828302541291,samples,#c2c2c2
4s2M_F2,7805.565378247289,7858.054026334455,samples,#c2c2c2
4s2M_F2,7856.684822164574,7830.717767658587,samples,#c2c2c2
4s2M_F2,7862.350533857349,7826.9406265300695,samples,#c2c2c2
4s2M_F2,7873.297841195928,7825.0520559658125,samples,#c2c2c2
4s2M_F2,7886.517835145732,7821.274914837297,samples,#c2c2c2
4s2M_F2,7886.517835145732,7821.274914837297,samples,#c2c2c2
4s2M_F2,7900.922186907021,7835.871324622069,samples,#c2c2c2
4s2M_F1,1269.8049061161987,8948.71447875541,samples,#c2c2c2
4s2M_F1,1312.147382478021,8939.63880835031,samples,#c2c2c2
4s2M_F1,1427.159135252511,8939.63880835031,samples,#c2c2c2
4s2M_F1,1733.9104036277063,8943.505555248259,samples,#c2c2c2
4s2M_F1,2157.33516724593,9004.286981693682,samples,#c2c2c2
4s2M_F1,2379.3375697256142,9028.605943589037,samples,#c2c2c2
4s2M_F1,2692.1286328422307,9068.423849662118,samples,#c2c2c2
4s2M_F1,2917.678216360527,9091.848027151336,samples,#c2c2c2
4s2M_F1,3166.875673469577,9128.374404873271,samples,#c2c2c2
4s2M_F1,3424.222059991657,9152.62945359676,samples,#c2c2c2
4s2M_F1,3593.655878610814,9196.218236809988,samples,#c2c2c2
4s2M_F1,3809.618486349075,9277.26013873722,samples,#c2c2c2
4s2M_F1,4043.1891729366685,9358.717476281585,samples,#c2c2c2
4s2M_F1,4224.734537624602,9434.614367873532,samples,#c2c2c2
4s2M_F1,4630.359482877895,9538.920664360316,samples,#c2c2c2
4s2M_F1,4747.416457152125,9604.687318211356,samples,#c2c2c2
4s2M_F1,4966.28711421033,9732.641488288895,samples,#c2c2c2
4s2M_F1,5064.4577461978915,9781.471151595206,samples,#c2c2c2
4s2M_F1,5182.6332009797925,9873.761771771013,samples,#c2c2c2
4s2M_F1,5303.141486534836,9966.531740735822,samples,#c2c2c2
4s2M_F1,5344.333525803054,10000.341808653413,samples,#c2c2c2
4s2M_F1,5426.174342378623,10107.971590077274,samples,#c2c2c2
4s2M_F1,5464.042896709761,10158.175386578727,samples,#c2c2c2
4s2M_F1,5472.607261739927,10173.32280831118,samples,#c2c2c2
4s2M_F1,5495.23252458081,10195.660461878664,samples,#c2c2c2
4s2M_F1,5515.588869820417,10211.031579712653,samples,#c2c2c2
4s2M_F1,5525.016062670787,10229.630312725922,samples,#c2c2c2
4s2M_F1,5543.518925926253,10268.13799877573,samples,#c2c2c2
4s2M_F1,5545.404364496328,10269.99148075987,samples,#c2c2c2
4s2M_F1,5547.289803066401,10271.844962744011,samples,#c2c2c2
4s2M_F1,5553.457424151557,10282.710201961385,samples,#c2c2c2
4s2M_F1,5559.1137398617775,10282.710201961385,samples,#c2c2c2
4s2M_F1,5611.522540792637,10263.344510885714,samples,#c2c2c2
4s2M_F1,5661.662424122221,10243.978819810043,samples,#c2c2c2
4s2M_F1,5751.0130383921505,10240.207942669895,samples,#c2c2c2
4s2M_F1,5819.879481078738,10261.65081183124,samples,#c2c2c2
4s2M_F1,5821.764919648811,10358.60709355333,samples,#c2c2c2
4s2M_F1,5826.590364124762,10442.620957972373,samples,#c2c2c2
4s2M_F1,5828.98710806977,10482.886256248521,samples,#c2c2c2
4s2M_F1,5828.98710806977,10599.719534421216,samples,#c2c2c2
4s2M_F1,5820.934048414541,10749.180486831967,samples,#c2c2c2
4s2M_F1,5820.934048414541,10879.882923299781,samples,#c2c2c2
4s2M_F1,5837.551473099935,10994.830762902404,samples,#c2c2c2
4s2M_F1,5869.603928791186,11099.552495006323,samples,#c2c2c2
4s2M_F1,5910.636185129738,11216.03425073375,samples,#c2c2c2
